userId,lastUpdated,thisWeekTotal,weeklyChange,mostPopularCategory,educationRatio,totalPurchases,avgPurchaseAmount,mostPopularAmount,alertTitle,alertMessage
237aac1b-4d6f-4ca9-9e4f-30719ea5967d,2025-06-27T15:56:34.707425+09:00,53,0.0,기타,0.0,2,26.5,53.0,교육 아이템 추천,교육 관련 구매가 적어요. 학습 도서나 교육 도구를 고려해보세요!
d4af0657-f9db-40ff-babd-68681db7ddeb,2025-06-27T15:56:34.750745+09:00,4291,0.0,간식,0.0,35,122.6,2500.0,간식 소비 주의,이번 주 간식 구매가 전체의 58%를 넘었어요. 균형 잡힌 소비를 권장해요!
3ed8a159-adb0-4380-a648-e015cb82690a,2025-06-27T15:56:34.791725+09:00,534,0.0,기타,0.0,2,267.0,334.0,게임 먹이 관리,게임 캐릭터 먹이 구매가 전체의 37%예요. 게임 시간과 함께 관리해보세요! 🎮
22b19e79-5822-46f9-8e3f-7e55e751f9dc,2025-06-27T15:56:34.834197+09:00,1000,0.0,먹이,0.0,7,142.86,1000.0,게임 먹이 관리,게임 캐릭터 먹이 구매가 전체의 100%예요. 게임 시간과 함께 관리해보세요! 🎮
d0a188a3-e24e-4772-95f7-07e59ce8885e,2025-06-27T15:56:34.878171+09:00,3250,0.0,먹이,0.0,15,216.67,3250.0,게임 먹이 관리,게임 캐릭터 먹이 구매가 전체의 100%예요. 게임 시간과 함께 관리해보세요! 🎮
4671ffa6-c77e-45f5-af8e-0f1d80804d86,2025-06-27T15:56:34.899409+09:00,0,0.0,데이터 없음,0.0,0,0.0,,첫 구매를 시작해보세요,아직 구매 데이터가 없어요!
8a2b94b0-8395-41ad-99b0-6e8c0ea7edaa,2025-06-27T15:56:34.945132+09:00,2100,0.0,먹이,0.0,8,262.5,2100.0,게임 먹이 관리,게임 캐릭터 먹이 구매가 전체의 100%예요. 게임 시간과 함께 관리해보세요! 🎮
